"","ID","Sample","Dataset_description","Chip_ID","Series","Chip_description","PMID","Cell_description","Cell_type","Class"
"525","Hs.103.DC.monocyte.derived.mature_TNFa.IL.1b.IL.6.PGE2_24h.r1","Dc:monocyte.derived:immature_mixed.treatments.13","monocyte.derived DC stimulated with INFa, or TNF.a, IL.1b, IL.6 and PGE2 or anti.FcgRIIB antibody","GSM181976","GSE7509","mature DC_TNF.a, IL.1b, IL.6 and PGE2_24h_r1","19171878","DC","DC","moDC"
"526","Hs.103.DC.monocyte.derived.mature_TNFa.IL.1b.IL.6.PGE2_24h.r2","Dc:monocyte.derived:immature_mixed.treatments.14","monocyte.derived DC stimulated with INFa, or TNF.a, IL.1b, IL.6 and PGE2 or anti.FcgRIIB antibody","GSM181981","GSE7509","mature DC_TNF.a, IL.1b, IL.6 and PGE2_24h_r2","19171878","DC","DC","moDC"
"527","Hs.14.DC.monocyte.derived.immature_6h.","Dc:monocyte.derived:cntrl.1","monocyte.derived dendritic cells activated with LPS IFNg over 48 hours","GSM286088","GSE11327","immature DC_6h","19201860","DC","DC","moDC"
"528","Hs.14.DC.monocyte.derived.immature_12h.","Dc:monocyte.derived:cntrl.2","monocyte.derived dendritic cells activated with LPS IFNg over 48 hours","GSM286089","GSE11327","immature DC_12h","19201860","DC","DC","moDC"
"529","Hs.14.DC.monocyte.derived.immature_24h.","Dc:monocyte.derived:cntrl.3","monocyte.derived dendritic cells activated with LPS IFNg over 48 hours","GSM286090","GSE11327","immature DC_24h","19201860","DC","DC","moDC"
"530","Hs.14.DC.monocyte.derived.immature_48h.","Dc:monocyte.derived:cntrl.4","monocyte.derived dendritic cells activated with LPS IFNg over 48 hours","GSM286091","GSE11327","immature DC_48h","19201860","DC","DC","moDC"
"531","Hs.14.DC.monocyte.derived.mature_LPS.IFNg_6h.","Dc:monocyte.derived:mature.lps/ifng.1","monocyte.derived dendritic cells activated with LPS IFNg over 48 hours","GSM286015","GSE11327","mature DC_.LPS,IFNg_6h","19201860","DC","DC","moDC"
"532","Hs.14.DC.monocyte.derived.mature_LPS.IFNg_12h.","Dc:monocyte.derived:mature.lps/ifng.2","monocyte.derived dendritic cells activated with LPS IFNg over 48 hours","GSM286017","GSE11327","mature DC_.LPS,IFNg_12h","19201860","DC","DC","moDC"
"533","Hs.14.DC.monocyte.derived.mature_LPS.IFNg_24h.","Dc:monocyte.derived:mature.lps/ifng.3","monocyte.derived dendritic cells activated with LPS IFNg over 48 hours","GSM286086","GSE11327","mature DC_.LPS,IFNg_24h","19201860","DC","DC","moDC"
"534","Hs.14.DC.monocyte.derived.mature_LPS.IFNg_48h.","Dc:monocyte.derived:mature.lps/ifng.4","monocyte.derived dendritic cells activated with LPS IFNg over 48 hours","GSM286087","GSE11327","mature DC_.LPS,IFNg_48h","19201860","DC","DC","moDC"
"535","Hs.28.DC.monocyte.derived.cntrl_d5.r1","Dc:monocyte.derived:cntrl.1","airway epithelial cell.conditioned monocyte.derive dendritic cells","GSM320543","GSE12773","control_d5_r1","18270326","DC","DC","moDC"
"536","Hs.28.DC.monocyte.derived.cntrl_d5.r2","Dc:monocyte.derived:cntrl.2","airway epithelial cell.conditioned monocyte.derive dendritic cells","GSM320545","GSE12773","control_d5_r2","18270326","DC","DC","moDC"
"537","Hs.28.DC.monocyte.derived.cntrl_d5.r3","Dc:monocyte.derived:cntrl.3","airway epithelial cell.conditioned monocyte.derive dendritic cells","GSM320547","GSE12773","control_d5_r3","18270326","DC","DC","moDC"
"538","Hs.28.DC.monocyte.derived.cntrl_d5.r4","Dc:monocyte.derived:cntrl.4","airway epithelial cell.conditioned monocyte.derive dendritic cells","GSM320549","GSE12773","control_d5_r4","18270326","DC","DC","moDC"
"539","Hs.28.DC.monocyte.derived.cntrl_d5.r5","Dc:monocyte.derived:cntrl.5","airway epithelial cell.conditioned monocyte.derive dendritic cells","GSM320551","GSE12773","control_d5_r5","18270326","DC","DC","moDC"
"540","Hs.28.DC.monocyte.derived.AEC.conditioned_d5.r1","Dc:monocyte.derived:aec.conditioned_d5.1","airway epithelial cell.conditioned monocyte.derive dendritic cells","GSM320544","GSE12773","AEC.conditioned_d5_r1","18270326","DC","DC","moDC"
"541","Hs.28.DC.monocyte.derived.AEC.conditioned_d5.r2","Dc:monocyte.derived:aec.conditioned_d5.2","airway epithelial cell.conditioned monocyte.derive dendritic cells","GSM320546","GSE12773","AEC.conditioned_d5_r2","18270326","DC","DC","moDC"
"542","Hs.28.DC.monocyte.derived.AEC.conditioned_d5.r3","Dc:monocyte.derived:aec.conditioned_d5.3","airway epithelial cell.conditioned monocyte.derive dendritic cells","GSM320548","GSE12773","AEC.conditioned_d5_r3","18270326","DC","DC","moDC"
"543","Hs.28.DC.monocyte.derived.AEC.conditioned_d5.r4","Dc:monocyte.derived:aec.conditioned_d5.4","airway epithelial cell.conditioned monocyte.derive dendritic cells","GSM320550","GSE12773","AEC.conditioned_d5_r4","18270326","DC","DC","moDC"
"544","Hs.28.DC.monocyte.derived.AEC.conditioned_d5.r5","Dc:monocyte.derived:aec.conditioned_d5.5","airway epithelial cell.conditioned monocyte.derive dendritic cells","GSM320552","GSE12773","AEC.conditioned_d5_r5","18270326","DC","DC","moDC"
"545","Hs.7.DC.monocyte.derived.cntrl.","Dc:monocyte.derived:cntrl.1","Monocyte.derived dendritic cells stimulated with LPS, Poly(I:C), CD40L or a combination of IL.1.b, IL.6, TNF.a and PGE2","GSM260689","GSE10316","unstimulated","n/a","DC","DC","moDC"
"546","Hs.7.DC.monocyte.derived.LPS_8h.","Dc:monocyte.derived.lps.1","Monocyte.derived dendritic cells stimulated with LPS, Poly(I:C), CD40L or a combination of IL.1.b, IL.6, TNF.a and PGE2","GSM260691","GSE10316","LPS_8 h","n/a","DC","DC","moDC"
"547","Hs.7.DC.monocyte.derived.LPS_16h.","Dc:monocyte.derived.lps.2","Monocyte.derived dendritic cells stimulated with LPS, Poly(I:C), CD40L or a combination of IL.1.b, IL.6, TNF.a and PGE2","GSM260692","GSE10316","LPS_16 h","n/a","DC","DC","moDC"
"548","Hs.7.DC.monocyte.derived.Poly.I.C._4h.","Dc:monocyte.derived:poly(i:c).1","Monocyte.derived dendritic cells stimulated with LPS, Poly(I:C), CD40L or a combination of IL.1.b, IL.6, TNF.a and PGE2","GSM260693","GSE10316","Poly(I:C)_4 h","n/a","DC","DC","moDC"
"549","Hs.7.DC.monocyte.derived.Poly.I.C._8h.","Dc:monocyte.derived:poly(i:c).2","Monocyte.derived dendritic cells stimulated with LPS, Poly(I:C), CD40L or a combination of IL.1.b, IL.6, TNF.a and PGE2","GSM260694","GSE10316","Poly(I:C)_8 h","n/a","DC","DC","moDC"
"550","Hs.7.DC.monocyte.derived.Poly.I.C._16h.","Dc:monocyte.derived:poly(i:c).3","Monocyte.derived dendritic cells stimulated with LPS, Poly(I:C), CD40L or a combination of IL.1.b, IL.6, TNF.a and PGE2","GSM260695","GSE10316","Poly(I:C)_16 h","n/a","DC","DC","moDC"
"551","Hs.7.DC.monocyte.derived.CD40L_4h.","Dc:monocyte.derived:cd40l.1","Monocyte.derived dendritic cells stimulated with LPS, Poly(I:C), CD40L or a combination of IL.1.b, IL.6, TNF.a and PGE2","GSM260696","GSE10316","CD40L_4 h","n/a","DC","DC","moDC"
"552","Hs.7.DC.monocyte.derived.CD40L_8h.","Dc:monocyte.derived:cd40l.2","Monocyte.derived dendritic cells stimulated with LPS, Poly(I:C), CD40L or a combination of IL.1.b, IL.6, TNF.a and PGE2","GSM260697","GSE10316","CD40L_8 h","n/a","DC","DC","moDC"
"553","Hs.7.DC.monocyte.derived.CD40L_16h.","Dc:monocyte.derived:cd40l.3","Monocyte.derived dendritic cells stimulated with LPS, Poly(I:C), CD40L or a combination of IL.1.b, IL.6, TNF.a and PGE2","GSM260698","GSE10316","CD40L_16 h","n/a","DC","DC","moDC"
"554","Hs.7.DC.monocyte.derived.Schuler_treatment_4h.","Dc:monocyte.derived:schuler_treatment.1","Monocyte.derived dendritic cells stimulated with LPS, Poly(I:C), CD40L or a combination of IL.1.b, IL.6, TNF.a and PGE2","GSM260699","GSE10316","Schuler treatment_4 h","n/a","DC","DC","moDC"
"555","Hs.7.DC.monocyte.derived.Schuler_treatment_8h.","Dc:monocyte.derived:schuler_treatment.2","Monocyte.derived dendritic cells stimulated with LPS, Poly(I:C), CD40L or a combination of IL.1.b, IL.6, TNF.a and PGE2","GSM260700","GSE10316","Schuler treatment_8 h","n/a","DC","DC","moDC"
"556","Hs.7.DC.monocyte.derived.Schuler_treatment_16h.","Dc:monocyte.derived:schuler_treatment.3","Monocyte.derived dendritic cells stimulated with LPS, Poly(I:C), CD40L or a combination of IL.1.b, IL.6, TNF.a and PGE2","GSM260701","GSE10316","Schuler treatment_16 h","n/a","DC","DC","moDC"
"557","Hs.7.DC.monocyte.derived.LPS_4h.","Dc:monocyte.derived.lps.1","Monocyte.derived dendritic cells stimulated with LPS, Poly(I:C), CD40L or a combination of IL.1.b, IL.6, TNF.a and PGE2","GSM260690","GSE10316","LPS_4 h","n/a","DC","DC","moDC"
"558","Hs.86.DC.monocyte.derived.cntrl_18h.r1","Dc:monocyte.derived:cntrl.1","Human monocyte derived dendritic cells matured via galectin.1 or LPS","GSM112490","GSE4984","untreated DONOR 1","19943945","DC","DC","moDC"
"559","Hs.86.DC.monocyte.derived.cntrl_18h.r2","Dc:monocyte.derived:cntrl.2","Human monocyte derived dendritic cells matured via galectin.1 or LPS","GSM112491","GSE4984","untreated DONOR 2","19943945","DC","DC","moDC"
"560","Hs.86.DC.monocyte.derived.cntrl_18h.r3","Dc:monocyte.derived:cntrl.3","Human monocyte derived dendritic cells matured via galectin.1 or LPS","GSM112540","GSE4984","untreated DONOR 3","19943945","DC","DC","moDC"
"561","Hs.86.DC.monocyte.derived.Galectin.1_18h.r1","Dc:monocyte.derived.galectin.1_18h.1","Human monocyte derived dendritic cells matured via galectin.1 or LPS","GSM112541","GSE4984","Galectin.1 DONOR 1","19943945","DC","DC","moDC"
"562","Hs.86.DC.monocyte.derived.Galectin.1_18h.r2","Dc:monocyte.derived.galectin.1_18h.2","Human monocyte derived dendritic cells matured via galectin.1 or LPS","GSM112661","GSE4984","Galectin.1 DONOR 2","19943945","DC","DC","moDC"
"563","Hs.86.DC.monocyte.derived.Galectin.1_18h.r3","Dc:monocyte.derived.galectin.1_18h.3","Human monocyte derived dendritic cells matured via galectin.1 or LPS","GSM112664","GSE4984","Galectin.1 DONOR 3","19943945","DC","DC","moDC"
"564","Hs.86.DC.monocyte.derived.LPS_18h.r1","Dc:monocyte.derived.lps.1","Human monocyte derived dendritic cells matured via galectin.1 or LPS","GSM112665","GSE4984","LPS DONOR 1","19943945","DC","DC","moDC"
"565","Hs.86.DC.monocyte.derived.LPS_18h.r2","Dc:monocyte.derived.lps.2","Human monocyte derived dendritic cells matured via galectin.1 or LPS","GSM112666","GSE4984","LPS DONOR 2","19943945","DC","DC","moDC"
"566","Hs.86.DC.monocyte.derived.LPS_18h.r3","Dc:monocyte.derived.lps.3","Human monocyte derived dendritic cells matured via galectin.1 or LPS","GSM112667","GSE4984","LPS DONOR 3","19943945","DC","DC","moDC"
"567","Hs.86.DC.monocyte.derived.Vehicle_18h.r1","Dc:monocyte.derived:cntrl.1","Human monocyte derived dendritic cells matured via galectin.1 or LPS","GSM112668","GSE4984","Vehicle Control DONOR 1","19943945","DC","DC","moDC"
"568","Hs.86.DC.monocyte.derived.Vehicle_18h.r2","Dc:monocyte.derived:cntrl.2","Human monocyte derived dendritic cells matured via galectin.1 or LPS","GSM112669","GSE4984","Vehicle Control DONOR 2","19943945","DC","DC","moDC"
"569","Hs.86.DC.monocyte.derived.Vehicle_18h.r3","Dc:monocyte.derived:cntrl.3","Human monocyte derived dendritic cells matured via galectin.1 or LPS","GSM112670","GSE4984","Vehicle Control DONOR 3","19943945","DC","DC","moDC"
"570","Hs.89.DC.monocyte.derived.DC1.r1","Dc:monocyte.derived:cntrl.4","Monocyte.derived DC treated with PPARg and RARa ligands","GSM132919","GSE5679","DC1","16210585","DC","DC","moDC"
"571","Hs.89.DC.monocyte.derived.DC2.r2","Dc:monocyte.derived:cntrl.5","Monocyte.derived DC treated with PPARg and RARa ligands","GSM132923","GSE5679","DC2","16210585","DC","DC","moDC"
"572","Hs.89.DC.monocyte.derived.DC3.r3","Dc:monocyte.derived:cntrl.6","Monocyte.derived DC treated with PPARg and RARa ligands","GSM132927","GSE5679","DC3","16210585","DC","DC","moDC"
"573","Hs.89.DC.monocyte.derived.rosiglitazone.r1","Dc:monocyte.derived.rosiglitazone.1","Monocyte.derived DC treated with PPARg and RARa ligands","GSM132921","GSE5679","DC1 RSG","16210585","DC","DC","moDC"
"574","Hs.89.DC.monocyte.derived.rosiglitazone.r2","Dc:monocyte.derived.rosiglitazone.2","Monocyte.derived DC treated with PPARg and RARa ligands","GSM132924","GSE5679","DC2 RSG","16210585","DC","DC","moDC"
"575","Hs.89.DC.monocyte.derived.rosiglitazone.r3","Dc:monocyte.derived.rosiglitazone.3","Monocyte.derived DC treated with PPARg and RARa ligands","GSM132928","GSE5679","DC3 RSG","16210585","DC","DC","moDC"
"576","Hs.89.DC.monocyte.derived.AM580.r1","Dc:monocyte.derived:am580.1","Monocyte.derived DC treated with PPARg and RARa ligands","GSM132922","GSE5679","DC1 AM","16210585","DC","DC","moDC"
"577","Hs.89.DC.monocyte.derived.AM580.r2","Dc:monocyte.derived:am580.2","Monocyte.derived DC treated with PPARg and RARa ligands","GSM132925","GSE5679","DC2 AM","16210585","DC","DC","moDC"
"578","Hs.89.DC.monocyte.derived.AM580.r3","Dc:monocyte.derived:am580.3","Monocyte.derived DC treated with PPARg and RARa ligands","GSM132929","GSE5679","DC3 AM","16210585","DC","DC","moDC"
"579","Hs.89.DC.monocyte.derived.rosiglitazone.AGN193109.r1","Dc:monocyte.derived.rosiglitazone.1","Monocyte.derived DC treated with PPARg and RARa ligands","GSM132926","GSE5679","DC2 RSG AGN","16210585","DC","DC","moDC"
"580","Hs.89.DC.monocyte.derived.rosiglitazone.AGN193109.r2","Dc:monocyte.derived.rosiglitazone.2","Monocyte.derived DC treated with PPARg and RARa ligands","GSM132930","GSE5679","DC3 RSG AGN","16210585","DC","DC","moDC"
"581","Hs.9.DC.monocyte.derived.cntrl_8h.r1","Dc:monocyte.derived:cntrl.1","Immature monocyte.derived DC were activated with anti.CD40 antibodies for 8 hours in the absence or presence of VAF347.","GSM264755","GSE10463","hMoDC_stim_8h_ctrl_rep1","17502666","DC","DC","moDC"
"582","Hs.9.DC.monocyte.derived.cntrl_8h.r2","Dc:monocyte.derived:cntrl.2","Immature monocyte.derived DC were activated with anti.CD40 antibodies for 8 hours in the absence or presence of VAF347.","GSM264756","GSE10463","hMoDC_stim_8h_ctrl_rep2","17502666","DC","DC","moDC"
"583","Hs.9.DC.monocyte.derived.antiCD40.VAF347_8h.r1","Dc:monocyte.derived.anticd40/vaf347_8h.1","Immature monocyte.derived DC were activated with anti.CD40 antibodies for 8 hours in the absence or presence of VAF347.","GSM264757","GSE10463","hMoDC_stim_8h_antiCD40 (VAF347)_rep1","17502666","DC","DC","moDC"
"584","Hs.9.DC.monocyte.derived.antiCD40.VAF347_8h.r2","Dc:monocyte.derived.anticd40/vaf347_8h.2","Immature monocyte.derived DC were activated with anti.CD40 antibodies for 8 hours in the absence or presence of VAF347.","GSM264758","GSE10463","hMoDC_stim_8h_antiCD40 (VAF347)_rep2","17502666","DC","DC","moDC"
"585","Hs.91.DC.monocyte.derived.cntrl_2h.r1","Dc:monocyte.derived:cntrl.1","DC.SIGN stimulated monocyte.derived DC","GSM140953","GSE6090","DC_Unstimulated_Rep1","18426895","DC","DC","moDC"
"586","Hs.91.DC.monocyte.derived.cntrl_2h.r2","Dc:monocyte.derived:cntrl.2","DC.SIGN stimulated monocyte.derived DC","GSM140968","GSE6090","DC_Unstimulated_Rep2","18426895","DC","DC","moDC"
"587","Hs.91.DC.monocyte.derived.cntrl_2h.r3","Dc:monocyte.derived:cntrl.3","DC.SIGN stimulated monocyte.derived DC","GSM140969","GSE6090","DC_Unstimulated_Rep3","18426895","DC","DC","moDC"
"588","Hs.91.DC.monocyte.derived.anti.DC.SIGN_2h.r1","Dc:monocyte.derived:anti.dc.sign_2h.1","DC.SIGN stimulated monocyte.derived DC","GSM140970","GSE6090","DC_DC.SIGN Stimulated_Rep1","18426895","DC","DC","moDC"
"589","Hs.91.DC.monocyte.derived.anti.DC.SIGN_2h.r2","Dc:monocyte.derived:anti.dc.sign_2h.2","DC.SIGN stimulated monocyte.derived DC","GSM140971","GSE6090","DC_DC.SIGN Stimulated_Rep2","18426895","DC","DC","moDC"
"590","Hs.91.DC.monocyte.derived.anti.DC.SIGN_2h.r3","Dc:monocyte.derived:anti.dc.sign_2h.3","DC.SIGN stimulated monocyte.derived DC","GSM140973","GSE6090","DC_DC.SIGN Stimulated_Rep3","18426895","DC","DC","moDC"
"591","Hs.99.DC.monocyte.derived.cntrl_6h.r1","Dc:monocyte.derived:cntrl.1","monocyte.derived dendritic cells after infection with A. Fumigatus (monocyte.derived)","GSM160530","GSE6965","Dendritic cells generated from blood of donor 1","17893130","DC","DC","moDC"
"592","Hs.99.DC.monocyte.derived.cntrl_6h.r2","Dc:monocyte.derived:cntrl.2","monocyte.derived dendritic cells after infection with A. Fumigatus (monocyte.derived)","GSM160534","GSE6965","Dendritic cells generated from blood of donor 2","17893130","DC","DC","moDC"
"593","Hs.99.DC.monocyte.derived.A._fumigatus_germ_tubes_6h.r1","Dc:monocyte.derived.a._fumigatus_germ_tubes_6h.1","monocyte.derived dendritic cells after infection with A. Fumigatus (monocyte.derived)","GSM160536","GSE6965","Dendritic cells generated from blood of donor 2 . A. fumigatus germ tubes","17893130","DC","DC","moDC"
"594","Hs.99.DC.monocyte.derived.A._fumigatus_germ_tubes_6h.r2","Dc:monocyte.derived.a._fumigatus_germ_tubes_6h.2","monocyte.derived dendritic cells after infection with A. Fumigatus (monocyte.derived)","GSM160532","GSE6965","Dendritic cells generated from blood of donor 1 . A. fumigatus germ tubes","17893130","DC","DC","moDC"
"595","Hs.2.tonsil.DC.BDCA1..r1","Tonsil:dc:bdca1..1","BDCA1. dendritic cell, BDCA3. dendritic cell, CD16. dendritic, plasmacytoid dendritic cell","D","E.TABM.34","tonsil_r1","18426895","DC","DC","DC2"
"596","Hs.2.tonsil.DC.BDCA1..r2","Tonsil:dc:bdca1..2","BDCA1. dendritic cell, BDCA3. dendritic cell, CD16. dendritic, plasmacytoid dendritic cell","E","E.TABM.34","tonsil_r2","18426895","DC","DC","DC2"
"597","Hs.2.tonsil.DC.BDCA1..r3","Tonsil:dc:bdca1..3","BDCA1. dendritic cell, BDCA3. dendritic cell, CD16. dendritic, plasmacytoid dendritic cell","F","E.TABM.34","tonsil_r3","18426895","DC","DC","DC2"
"598","Hs.2.tonsil.DC.BDCA3._.r1","Tonsil:dc:bdca3..1","BDCA1. dendritic cell, BDCA3. dendritic cell, CD16. dendritic, plasmacytoid dendritic cell","G","E.TABM.34","tonsil_r1","18426895","DC","DC","DC1"
"599","Hs.2.tonsil.DC.BDCA3._.r2","Tonsil:dc:bdca3..2","BDCA1. dendritic cell, BDCA3. dendritic cell, CD16. dendritic, plasmacytoid dendritic cell","H","E.TABM.34","tonsil_r2","18426895","DC","DC","DC1"
"600","Hs.2.tonsil.DC.BDCA3._.r3","Tonsil:dc:bdca3..3","BDCA1. dendritic cell, BDCA3. dendritic cell, CD16. dendritic, plasmacytoid dendritic cell","I","E.TABM.34","tonsil_r3","18426895","DC","DC","DC1"
"601","Hs.2.PB.DC.BDCA1..r1","Pb:dc:bdca1..1","BDCA1. dendritic cell, BDCA3. dendritic cell, CD16. dendritic, plasmacytoid dendritic cell","M","E.TABM.34","peripheral blood_r1","18426895","DC","DC","DC2"
"602","Hs.2.PB.DC.BDCA1..r2","Pb:dc:bdca1..2","BDCA1. dendritic cell, BDCA3. dendritic cell, CD16. dendritic, plasmacytoid dendritic cell","N","E.TABM.34","peripheral blood_r2","18426895","DC","DC","DC2"
"603","Hs.2.PB.DC.BDCA1..r3","Pb:dc:bdca1..3","BDCA1. dendritic cell, BDCA3. dendritic cell, CD16. dendritic, plasmacytoid dendritic cell","O","E.TABM.34","peripheral blood_r3","18426895","DC","DC","DC2"
"604","Hs.2.PB.DC.BDCA3._.r1","Pb:dc:bdca3..1","BDCA1. dendritic cell, BDCA3. dendritic cell, CD16. dendritic, plasmacytoid dendritic cell","P","E.TABM.34","peripheral blood_r1","18426895","DC","DC","DC2"
"605","Hs.2.PB.DC.BDCA3._.r2","Pb:dc:bdca3..2","BDCA1. dendritic cell, BDCA3. dendritic cell, CD16. dendritic, plasmacytoid dendritic cell","Q","E.TABM.34","peripheral blood_r2","18426895","DC","DC","DC2"
"606","Hs.2.PB.DC.BDCA3._.r3","Pb:dc:bdca3..3","BDCA1. dendritic cell, BDCA3. dendritic cell, CD16. dendritic, plasmacytoid dendritic cell","R","E.TABM.34","peripheral blood_r3","18426895","DC","DC","DC2"
"607","Hs.2.PB.DC.CD16..r1","Pb:dc:cd16..1","BDCA1. dendritic cell, BDCA3. dendritic cell, CD16. dendritic, plasmacytoid dendritic cell","S","E.TABM.34","peripheral blood_r1","18426895","DC","DC","CD16 DC"
"608","Hs.2.PB.DC.CD16..r2","Pb:dc:cd16..2","BDCA1. dendritic cell, BDCA3. dendritic cell, CD16. dendritic, plasmacytoid dendritic cell","T","E.TABM.34","peripheral blood_r2","18426895","DC","DC","CD16 DC"
"609","Hs.2.PB.DC.CD16..r3","Pb:dc:cd16..3","BDCA1. dendritic cell, BDCA3. dendritic cell, CD16. dendritic, plasmacytoid dendritic cell","U","E.TABM.34","peripheral blood_r3","18426895","DC","DC","CD16 DC"
"610","Hs.2.tonsil.DC.plasmacytoid.r1","Tonsil:dc:plasmacytoid.1","BDCA1. dendritic cell, BDCA3. dendritic cell, CD16. dendritic, plasmacytoid dendritic cell","A","E.TABM.34","tonsil_r1","18426895","DC","DC","pDC"
"611","Hs.2.tonsil.DC.plasmacytoid.r2","Tonsil:dc:plasmacytoid.2","BDCA1. dendritic cell, BDCA3. dendritic cell, CD16. dendritic, plasmacytoid dendritic cell","B","E.TABM.34","tonsil_r2","18426895","DC","DC","pDC"
"612","Hs.2.tonsil.DC.plasmacytoid.r3","Tonsil:dc:plasmacytoid.3","BDCA1. dendritic cell, BDCA3. dendritic cell, CD16. dendritic, plasmacytoid dendritic cell","C","E.TABM.34","tonsil_r3","18426895","DC","DC","pDC"
"613","Hs.2.PB.DC.plasmacytoid.r1","Pb:dc:plasmacytoid.1","BDCA1. dendritic cell, BDCA3. dendritic cell, CD16. dendritic, plasmacytoid dendritic cell","J","E.TABM.34","peripheral blood_r1","18426895","DC","DC","pDC"
"614","Hs.2.PB.DC.plasmacytoid.r2","Pb:dc:plasmacytoid.2","BDCA1. dendritic cell, BDCA3. dendritic cell, CD16. dendritic, plasmacytoid dendritic cell","K","E.TABM.34","peripheral blood_r2","18426895","DC","DC","pDC"
"615","Hs.2.PB.DC.plasmacytoid.r3","Pb:dc:plasmacytoid.3","BDCA1. dendritic cell, BDCA3. dendritic cell, CD16. dendritic, plasmacytoid dendritic cell","L","E.TABM.34","peripheral blood_r3","18426895","DC","DC","pDC"
"616","Hs.12.PB.T_cell.CD4._naive.r1","T_cell:cd4._naive.1","Naive, central memory and effector T cells","GSM279581","GSE11057","Naive, donor 121704","19568420","T_cells","T cell","CD4 T cell"
"617","Hs.12.PB.T_cell.CD4._naive.r2","T_cell:cd4._naive.2","Naive, central memory and effector T cells","GSM279582","GSE11057","Naive, donor 11405","19568420","T_cells","T cell","CD4 T cell"
"618","Hs.12.PB.T_cell.CD4._naive.r3","T_cell:cd4._naive.3","Naive, central memory and effector T cells","GSM279583","GSE11057","Naive, donor 12405","19568420","T_cells","T cell","CD4 T cell"
"619","Hs.12.PB.T_cell.CD4._naive.r4","T_cell:cd4._naive.4","Naive, central memory and effector T cells","GSM279584","GSE11057","Naive, donor 12805","19568420","T_cells","T cell","CD4 T cell"
"620","Hs.12.PB.T_cell.CD4._central_memory.r5","T_cell:cd4._central_memory.1","Naive, central memory and effector T cells","GSM279572","GSE11057","Central memory, donor 120604","19568420","T_cells","T cell","CD4 T cell"
"621","Hs.12.PB.T_cell.CD4._central_memory.r1","T_cell:cd4._central_memory.2","Naive, central memory and effector T cells","GSM279573","GSE11057","Central memory, donor 121704","19568420","T_cells","T cell","CD4 T cell"
"622","Hs.12.PB.T_cell.CD4._central_memory.r2","T_cell:cd4._central_memory.3","Naive, central memory and effector T cells","GSM279574","GSE11057","Central memory, donor 11405","19568420","T_cells","T cell","CD4 T cell"
"623","Hs.12.PB.T_cell.CD4._central_memory.r3","T_cell:cd4._central_memory.4","Naive, central memory and effector T cells","GSM279575","GSE11057","Central memory, donor 12405","19568420","T_cells","T cell","CD4 T cell"
"624","Hs.12.PB.T_cell.CD4._central_memory.r4","T_cell:cd4._central_memory.5","Naive, central memory and effector T cells","GSM279576","GSE11057","Central memory, donor 12805","19568420","T_cells","T cell","CD4 T cell"
"625","Hs.12.PB.T_cell.CD4._effector_memory.r1","T_cell:cd4._effector_memory.1","Naive, central memory and effector T cells","GSM279577","GSE11057","Effector memory, donor 121704","19568420","T_cells","T cell","CD4 T cell"
"626","Hs.12.PB.T_cell.CD4._effector_memory.r2","T_cell:cd4._effector_memory.2","Naive, central memory and effector T cells","GSM279578","GSE11057","Effector memory, donor 11405","19568420","T_cells","T cell","CD4 T cell"
"627","Hs.12.PB.T_cell.CD4._effector_memory.r3","T_cell:cd4._effector_memory.3","Naive, central memory and effector T cells","GSM279579","GSE11057","Effector memory, donor 12405","19568420","T_cells","T cell","CD4 T cell"
"628","Hs.12.PB.T_cell.CD4._effector_memory.r4","T_cell:cd4._effector_memory.4","Naive, central memory and effector T cells","GSM279580","GSE11057","Effector memory, donor 12805","19568420","T_cells","T cell","CD4 T cell"
"629","Hs.42.PB.T_cell.CD4..neg.sel.r1","T_cell:cd4.:neg.sel.1","human CD4 and CD8 T cells, negatively (N) or positively (P) selected","GSM372800","GSE14926","N_CD4_1","n/a","T_cells","T cell","T cell"
"630","Hs.42.PB.T_cell.CD4..neg.sel.r2","T_cell:cd4.:neg.sel.2","human CD4 and CD8 T cells, negatively (N) or positively (P) selected","GSM372801","GSE14926","N_CD4_2","n/a","T_cells","T cell","T cell"
"631","Hs.42.PB.T_cell.CD4..neg.sel.r3","T_cell:cd4.:neg.sel.3","human CD4 and CD8 T cells, negatively (N) or positively (P) selected","GSM372802","GSE14926","N_CD4_3","n/a","T_cells","T cell","T cell"
"632","Hs.42.PB.T_cell.CD4..neg.sel.r4","T_cell:cd4.:neg.sel.4","human CD4 and CD8 T cells, negatively (N) or positively (P) selected","GSM372803","GSE14926","N_CD4_4","n/a","T_cells","T cell","T cell"
"633","Hs.42.PB.T_cell.CD4..neg.sel.r5","T_cell:cd4.:neg.sel.5","human CD4 and CD8 T cells, negatively (N) or positively (P) selected","GSM372804","GSE14926","N_CD4_5","n/a","T_cells","T cell","T cell"
"634","Hs.42.PB.T_cell.CD4..pos.sel.r6","T_cell:cd4.:pos.sel.1","human CD4 and CD8 T cells, negatively (N) or positively (P) selected","GSM372805","GSE14926","P_CD4_6","n/a","T_cells","T cell","T cell"
"635","Hs.42.PB.T_cell.CD4..pos.sel.r7","T_cell:cd4.:pos.sel.2","human CD4 and CD8 T cells, negatively (N) or positively (P) selected","GSM372806","GSE14926","P_CD4_7","n/a","T_cells","T cell","T cell"
